Dataset Name,Domain,Number of Variables at each time point,Number of Time Points,Time interval between points,Primary Source Repository,Link to Data,Detailed Description,Comments,Original Row #,Number of Versions,Reconciler Version,Reconciler Status,Reconciliation Notes,Informer,Monash TSER,UTSD,AutoGluon,Darts,TSLib,TSFM-Granite,TSFM-Core,TSFM-Bench,LOTSA,Prophet,NeuralForecast,Merlion,Aeon,DataLoop,NonUCR-UCI,UCR,UEA,MONSTER,Monash,Monash-Common,Monash-small,M1,M2,M3,M4,M5,M6,TSB-UAD MOMENT,TSB-UAD Full,Hackernoon,Monash Moment,Kaggle TS,FastML,Time-LLM,AutoTimes,ST-LLM,LLM-Time,LLM-Mixer,LLM-prompt,LLM-PS,One Fits All,Lag-Llama,Chronos-Pre,Chronos-Eval1,Chronos-Eval2,ChronosBolt-Pre,ChronosBolt-Eval1,ChronosBolt-Eval2,ChronosX-Eval2,ChronosX-Synth,ChronosX-Pre,ChronosX-Eval1,TS-RAGZSEval,TS-RAGPreT,Tempo,TimeBench,InstructTime,LPTM-Pre,LPTM-Eval,TS2Vec-Bench,TS2Vec-PreT,Automixer,TTM-PreT,TTM-Eval,TTM-Bench,TSMamba-ZS,TSMamba-FullShot,TimeGPT,GHPT,TimesNet,TimesFM,Time-MOE,Timer-XL,LightGTS,CiK,NSF HDR,MLCommons-EQ,@
Electricity Transformer Dataset (ETT-small-m1/m2),"Energy/Electricity, Industrial IoT/Sensor Data","8 features (date, OT, HUFL, HULL, MUFL, MULL, LUFL, LULL)",1051200,Minute-level (every minute),"GitHub repository by zhouhaoyi, Beijing Guowang Fuda Science & Technology Development Company",Kaggle ETDataset,"Real-world data from two electricity transformers (m1, m2) in a Chinese province, covering July 2016 to July 2018. Includes oil temperature (OT) as the primary target variable and six distinct power load features.",GitHub ETDataset,152,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Transformer Temperature (ETT),Energy,7,"ETTh1/h2: ~17,544 ETTm1/m2: ~70,176","Hourly (ETTh1, ETTh2), 15 minutes (ETTm1, ETTm2)",Not a single original repository; widely used benchmark. Reference: Zhou et al. Informer: Beyond Efficient Transformer for Long Sequence Time-Series Forecasting. AAAI 2021.,Nixtlaverse Long-Horizon Datasets Wrapper,"Records measurements from an electricity transformer, focusing on oil temperature and six power load features. Comprises four subsets (ETTh1, ETTh2, ETTm1, ETTm2) sampled at hourly and 15-minute frequencies from July 2016 to July 2018. Data splits are typically 12, 4, and 4 months for training, validation, and testing.","One source  indicates 1 variable for ETTh1/h2, which contradicts another  stating 7 variables, and is likely an error or refers to a specific univariate slice. Another source  suggests training/validation/test splits of 14, 5, 5 months respectively, differing from 12, 4, 4 months. The latter  may reflect a common implementation.",153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity Transformer Temperature (ETTh1),Energy,7,17000,Hourly,zhouhaoyi/ETDataset,GitHub Raw CSV,"Contains hourly data for an electricity transformer in China from July 2016 to July 2018. The target variable is typically Oil Temperature (OT), with 6 other power load features as covariates. It exhibits strong seasonality and trend patterns.","Target dataset for transfer learning (zero-shot, linear probing, full fine-tuning) in patch_tst_transfer.ipynb. 1 Also used as the primary example dataset in the",154,1,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ElectricityLoadDiagramsDataset,Energy,Multivariate (370 components): MT_001 to MT_370 (Electricity consumption in kW for each client),140256,15 minutes,UCI Machine Learning Repository,27,"This high-dimensional, high-frequency dataset contains the electricity consumption of 370 clients in Portugal, recorded every 15 minutes from 2011 to 2014.27 The","UCI Air Quality Data Contains hourly averaged responses from an array of 5 metal oxide chemical sensors deployed in a polluted area of an Italian city from March 2004 to February 2005. Includes ground truth concentrations for CO, Non-Metanic Hydrocarbons, Benzene, NOx, and NO2.",155,1,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrocardiography (ECG) / MIT-BIH Arrhythmia Database,Healthcare/Biomedical,2,"648,000 per recording (48 recordings)",~2.78 milliseconds (360 Hz sampling rate),PhysioNet,PhysioNet MIT-BIH Arrhythmia Database,"A collection of 48 half-hour two-channel ambulatory ECG recordings from 47 subjects, digitized at 360 samples per second. Developed for arrhythmia analysis and serves as a standard test material for evaluating arrhythmia detectors.","Several other ECG datasets exist (e.g., ECG200 , Kaggle Heartbeat ), but the description in the LLM-PS paper  precisely matches the MIT-BIH Arrhythmia Database , confirming it as the intended dataset.",156,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elf,Energy,Multiple,530000000,Varies,Qingren/TSFM-ScalingLaws-Dataset,Hugging Face,Details for this dataset are not provided in the source material.,A significant contributor to the energy domain data volume. 3,157,1,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnergyDataset,Energy,"Multivariate (28 components): Includes energy consumption, generation, prices, and weather features.",35064,Hourly,Kaggle,(Note: Link may be unstable) 28,"According to the darts documentation, this dataset contains 28 hourly components related to the Spanish energy market, including consumption, generation, prices, and weather. The data spans from the end of 2014 to the end of 2018.28","https://github.com/alibaba/clusterdata An 8-day trace from an Alibaba production cluster, containing information on co-located batch jobs and online services. Includes DAG (Directed Acyclic Graph) dependency information for batch workloads, offering insights into managing mixed workloads and complex job dependencies in a production environment.",158,1,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnergyPower,Unknown,Unknown,Unknown,Unknown,Unknown,Not Available,"A dataset for forecasting tasks, included in Merlion's ts_datasets.forecast module. 11",Comprehensive Catalog of Merlion Forecasting Datasets No detailed information is available in the documentation. Requires direct data inspection after loading to determine its characteristics.,159,1,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EOGHorizontalSignal,EOG,1,1250,Not specified,"timeseriesclassification.com, cs.ucr.edu",EOGHorizontalSignal Description,This dataset contains the horizontal channel of an Electrooculography (EOG) signal. The task is to classify eye movements into one of 12 categories.,Donated by E. Keogh & H. A. Dau. It includes 362 instances for training and 362 for testing.,160,6,10,Auto-reconciled (1 unique source) on 2025-08-01 18:04:40,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
EOGVerticalSignal,EOG,1,1250,Not specified,"timeseriesclassification.com, cs.ucr.edu",EOGVerticalSignal Description,This dataset contains the vertical channel of an Electrooculography (EOG) signal. The task is to classify eye movements into one of 12 categories.,Donated by E. Keogh & H. A. Dau. It includes 362 instances for training and 362 for testing.,161,6,10,Auto-reconciled (1 unique source) on 2025-08-01 18:04:41,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,
EPF,Energy,>2 (price + covariates),"Varies (e.g., several years of data)",Hourly,ENTSO-E / Nixtla,EPF Example,"Electricity Price Forecasting data, often for European markets. Typically includes exogenous variables like generation forecasts and calendar features.",A common use case for multivariate forecasting with future-known variables.,162,1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemics (Project Tycho),Health / Epidemiology,11 (Disease Counts),"~1,500,000",Weekly,Project Tycho,Project Tycho,"A large collection of historical disease surveillance data from the US, aggregated by Project Tycho. LPTM used data for 11 diseases: Hepatitis A, measles, mumps, pertussis, polio, rubella, smallpox, diphtheria, influenza, typhoid, and Cryptosporidiosis.","The data spans from 1888 to 2021 and is collected at state and city levels. The LPTM authors filtered out series with missing data, a non-trivial preprocessing step.",163,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
Epigenetic Profiles (BigWig Format),Genomics / Epigenetics,Variable. Depends on the number of parallel epigenetic tracks being analyzed.,"Variable. Models typically use fixed-length sequences of the genome (e.g., thousands of base pairs).",1 base pair (data is indexed by genomic position),"Various public repositories (e.g., ENCODE, TCGA)",ENCODE,"Sequential data representing epigenetic marks (from DNAse-seq, ChIP-seq, etc.) along a genome, stored in the compressed and indexed BigWig format. ML models use this data to predict the presence of epigenetic marks or regress their profiles.","The bigwig-loader tool was developed to accelerate the loading of this data for ML model training. The sequence dimension is genomic position, not time.",164,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilepsy (EEG Seizure Detection),Biomedical,"75 (Time-Domain, Frequency-Domain, Wavelet Transform, Nonlinear, Seizure-Specific, Metadata)",178 data points per 1-second chunk; original recordings are 23.6 seconds with 4097 data points,1 second per 178 data points,Kaggle,"https://www.kaggle.com/datasets/datasetengineer/epilepsy-dataset, and https://www.kaggle.com/datasets/harunshimanto/epileptic-seizure-recognition","Time series data from EEG recordings intended for seizure detection and prediction.  Includes multi-class labels (Normal, Pre-Seizure, Seizure, Post-Seizure) and seizure type classifications.",Suitable for cross-domain transfer learning.,165,1,10,Split into 3 records on 2025-08-01 18:04:57,"Multiple Datasets

The name ""Epilepsy"" has been applied to multiple distinct datasets relating to epilepsy research. While they all pertain to the same neurological disorder, they differ significantly in data types, collection methods, and intended purpose.  For example, one dataset involves EEG recordings for seizure detection, another uses accelerometer data for activity recognition (including simulated seizures), and a third combines EEG with activity recognition.  These variations warrant separate Golden Records.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Epilepsy (Simulated Seizure Activity Recognition),Motion,3,206,Not specified,timeseriesclassification.com,https://www.timeseriesclassification.com/description.php?Dataset=Epilepsy,"Multivariate accelerometer data of actors simulating various activities, including epileptic seizures.  The task is to classify the activity into one of four types.",A 4-class classification problem with 137 training and 138 testing instances. Part of the UEA multivariate archive.,165,1,10,Split into 3 records on 2025-08-01 18:04:57,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilepsy (Combined EEG and Activity Recognition),EEG,3,206,Uniform,timeseriesclassification.com,https://www.timeseriesclassification.com/dataset.php,"3-channel EEG recordings combined with activity recognition.  The task is to distinguish between four states: seizure, walking, running, and seeing a color.","This unique dataset mixes pathological brain states (seizure) with normal activities, testing a model's ability to discriminate patterns in brain signals across contexts.",165,1,10,Split into 3 records on 2025-08-01 18:04:57,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERA5,Climate & Weather,"Hundreds of variables (temperature, pressure, wind, humidity, radiation, etc.)",Hourly data from 1940 to near present (with a latency of a few days),Hourly,ECMWF / Copernicus (C3S),https://www.ecmwf.int/en/forecasts/datasets/reanalysis-datasets/era5,"ERA5 is a comprehensive global atmospheric reanalysis produced by ECMWF/Copernicus. It combines a state-of-the-art weather model with observations from across the world to reconstruct a globally complete and consistent dataset spanning from 1940 to near present.  It provides hourly estimates of atmospheric, land, and oceanic climate variables on a 31km grid with 137 vertical levels. ERA5 is considered a foundational dataset for climate science, weather forecasting, and various research applications. It offers valuable information on historical climate trends, extreme weather events, and the evolution of the Earth's atmosphere over time.","ERA5 is continuously updated with a latency of a few days. While generally reliable, users should be aware of potential limitations associated with reanalysis data, such as the influence of changing observation systems over time. Subsets of ERA5 are available for specialized purposes and through different data portals. These include ERA5-Land (higher resolution land data), ERA5.1 (improved stratospheric data for 2000-2006), and various monthly averages, pressure level subsets, and single-level datasets.",166,4,10,Reconciled on 2025-08-01 18:05:46,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,X,,Y,,,,,
ERA5 12h,Meteorology / Climate Science,Hundreds of variables,32B,12-hourly,Copernicus Climate Data Store (CDS),ERA5 Hourly Data on Single Levels,"A subset of the ERA5 global climate reanalysis dataset, providing data at a 12-hourly temporal resolution. This frequency captures semi-diurnal patterns and provides a bridge between high-frequency and daily data.","Contributes to the model's ability to understand patterns at multiple time scales, a key aspect of handling heterogeneous time series data.",167,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
ERA5 3h,Meteorology / Climate Science,"Hundreds of variables (e.g., temperature, pressure, wind)",129B,3-hourly,Copernicus Climate Data Store (CDS),ERA5 Hourly Data on Single Levels,"A subset of the ERA5 global climate reanalysis dataset, providing data at a 3-hourly temporal resolution. ERA5 combines model data with observations from across the world into a globally complete and consistent dataset.","Provides high-resolution temporal data that captures diurnal cycles and other short-term weather patterns, crucial for learning fine-grained dynamics.",168,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
ERA5 Daily,Meteorology / Climate Science,Hundreds of variables,406B,Daily,Copernicus Climate Data Store (CDS),ERA5 Monthly Averaged Data (source for daily aggregates),"The largest single component of TimeBench, this dataset consists of daily aggregated data from the ERA5 reanalysis product, covering a period from 1940 to the present. It includes a vast number of atmospheric, land, and oceanic variables.","This dataset forms the ""backbone"" of TimeBench, providing a massive volume of highly predictable, long-range data with strong seasonal and cyclical patterns, anchoring the model's representation learning.",169,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
ERA5 Family,Meteorology,Varies,Spans from 1940 to present,Hourly,ECMWF / Copernicus Climate Change Service (C3S),Copernicus Climate Change Service (C3S),"A global atmospheric reanalysis dataset providing hourly estimates for a large number of atmospheric, ocean-wave, and land-surface quantities on a 31km grid.","A foundational dataset in climate science. Subsets like ERA5-S, ERA5-MS, and ERA5-Large have been curated for specific forecasting and pre-training tasks.",170,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
